timeNow = 2023-04-09 12:15:17.795599, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0
timeNow = 2023-04-09 12:15:44.233602, len(dataFromDaq) = 3131, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.253599, len(dataFromDaq) = 3231, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.261599, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.267599, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.272599, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.288599, len(dataFromDaq) = 3270, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.295599, len(dataFromDaq) = 3277, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.300599, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.305599, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.323599, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.330599, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.336599, len(dataFromDaq) = 3289, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.341599, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.358599, len(dataFromDaq) = 3291, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.365599, len(dataFromDaq) = 3292, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.370599, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.374599, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.389599, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.395600, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.401600, len(dataFromDaq) = 3285, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.406599, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.423599, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.430599, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.436599, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.443599, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.459599, len(dataFromDaq) = 3288, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.465599, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.471599, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.476599, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.494602, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.501599, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.507599, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.513600, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.530599, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.536599, len(dataFromDaq) = 3285, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.542598, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.547599, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.564599, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.570601, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.576599, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.581599, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.600599, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.607603, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.612598, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.616599, len(dataFromDaq) = 3241, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.631599, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.637599, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.643599, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.648599, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.664600, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.671601, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.676599, len(dataFromDaq) = 3169, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.680599, len(dataFromDaq) = 3289, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.695599, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.700599, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.706600, len(dataFromDaq) = 3190, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.711599, len(dataFromDaq) = 3209, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.730600, len(dataFromDaq) = 3165, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.738605, len(dataFromDaq) = 3187, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.747601, len(dataFromDaq) = 3137, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.756601, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.779601, len(dataFromDaq) = 3243, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.787598, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.795602, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.803600, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.820599, len(dataFromDaq) = 3285, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.828601, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.834599, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.839599, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.857599, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.863600, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.869601, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.876599, len(dataFromDaq) = 3299, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.897598, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.903598, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.908598, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.913598, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.930599, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.936599, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.941599, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.948599, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.965599, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.971599, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.975602, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.979599, len(dataFromDaq) = 3244, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:44.999598, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.005599, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.010604, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.014603, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.035601, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.042599, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.046599, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.051603, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.067601, len(dataFromDaq) = 3242, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.073599, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.077599, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.082599, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.098599, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.104599, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.108599, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.112599, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.127599, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.133599, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.137599, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.141599, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.158597, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.165599, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.170599, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.175599, len(dataFromDaq) = 3242, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.192599, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.199600, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.205599, len(dataFromDaq) = 3159, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.211599, len(dataFromDaq) = 3245, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.229599, len(dataFromDaq) = 3240, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.236599, len(dataFromDaq) = 3242, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.240599, len(dataFromDaq) = 3215, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.245601, len(dataFromDaq) = 3206, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.260599, len(dataFromDaq) = 3169, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.266599, len(dataFromDaq) = 3186, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.272600, len(dataFromDaq) = 3168, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.277602, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.292602, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.299600, len(dataFromDaq) = 3306, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.304599, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.310599, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.326600, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.332604, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.339604, len(dataFromDaq) = 3282, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.346599, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.364599, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.369599, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.376599, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.382600, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.402600, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.408599, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.414599, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.420600, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.440599, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.446599, len(dataFromDaq) = 3270, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.453601, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.458599, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.477599, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.484599, len(dataFromDaq) = 3281, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.491599, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.497599, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.515599, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.520599, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.525599, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.530599, len(dataFromDaq) = 3247, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.549599, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.556601, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.562604, len(dataFromDaq) = 3229, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.569599, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.589599, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.595599, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.600599, len(dataFromDaq) = 3244, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.606599, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.627599, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.634600, len(dataFromDaq) = 3240, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.641599, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.648600, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.668599, len(dataFromDaq) = 3240, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.675600, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.682600, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.687600, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.709599, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.717600, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.724600, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.731601, len(dataFromDaq) = 3243, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.752600, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.758603, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.765603, len(dataFromDaq) = 3171, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.771599, len(dataFromDaq) = 3233, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.788599, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.794599, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.799599, len(dataFromDaq) = 3209, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.804599, len(dataFromDaq) = 3165, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.824599, len(dataFromDaq) = 3190, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.830599, len(dataFromDaq) = 3205, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.836599, len(dataFromDaq) = 3162, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.842599, len(dataFromDaq) = 3164, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.859599, len(dataFromDaq) = 3238, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.865599, len(dataFromDaq) = 3281, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.871599, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.876599, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.896599, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.902600, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:45.907599, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
